        Frequency / MHz                Z1,1/abs,linear
                89.30107                       230.03479
                89.40106                       230.01553
                89.50105                       229.99597
                89.60104                       229.97612
                89.70103                       229.95596
                89.80102                       229.93552
                89.90101                       229.91478
                  90.001                       229.89375
                90.10099                       229.87243
                90.20098                       229.85082
                90.30097                       229.82892
                90.40096                       229.80674
                90.50095                       229.78428
                90.60094                       229.76154
                90.70093                       229.73851
                90.80092                       229.71521
                90.90091                       229.69162
                 91.0009                       229.66777
                91.10089                       229.64364
                91.20088                       229.61923
                91.30087                       229.59456
                91.40086                       229.56961
                91.50085                        229.5444
                91.60084                       229.51892
                91.70083                       229.49317
                91.80082                       229.46716
                91.90081                       229.44089
                 92.0008                       229.41436
                92.10079                       229.38757
                92.20078                       229.36052
                92.30077                       229.33321
                92.40076                       229.30565
                92.50075                       229.27783
                92.60074                       229.24977
                92.70073                       229.22145
                92.80072                       229.19288
                92.90071                       229.16407
                 93.0007                         229.135
                93.10069                        229.1057
                93.20068                       229.07615
                93.30067                       229.04635
                93.40066                       229.01632
                93.50065                       228.98605
                93.60064                       228.95554
                93.70063                       228.92479
                93.80062                        228.8938
                93.90061                       228.86259
                 94.0006                       228.83113
                94.10059                       228.79945
                94.20058                       228.76754
                94.30057                        228.7354
                94.40056                       228.70303
                94.50055                       228.67044
                94.60054                       228.63762
                94.70053                       228.60458
                94.80052                       228.57131
                94.90051                       228.53783
                 95.0005                       228.50413
                95.10049                        228.4702
                95.20048                       228.43606
                95.30047                       228.40171
                95.40046                       228.36714
                95.50045                       228.33236
                95.60044                       228.29736
                95.70043                       228.26216
                95.80042                       228.22675
                95.90041                       228.19113
                 96.0004                        228.1553
                96.10039                       228.11927
                96.20038                       228.08303
                96.30037                       228.04659
                96.40036                       228.00995
                96.50035                        227.9731
                96.60034                       227.93606
                96.70033                       227.89882
                96.80032                       227.86138
                96.90031                       227.82375
                 97.0003                       227.78593
                97.10029                       227.74791
                97.20028                       227.70969
                97.30027                       227.67129
                97.40026                        227.6327
                97.50025                       227.59392
                97.60024                       227.55495
                97.70023                        227.5158
                97.80022                       227.47646
                97.90021                       227.43694
                 98.0002                       227.39723
                98.10019                       227.35735
                98.20018                       227.31728
                98.30017                       227.27703
                98.40016                       227.23661
                98.50015                       227.19601
                98.60014                       227.15523
                98.70013                       227.11428
                98.80012                       227.07316
                98.90011                       227.03186
